type	latitude	longitude	altitude (m)	eos	name	desc
T	22.407781700	114.374423800	15.9			
T	22.407880200	114.374454600	12.4			
T	22.407935500	114.374436600	11.9			
T	22.408085700	114.374328000	12.7			
T	22.408195500	114.374257700	12.3			
T	22.408272200	114.374191400	11.6			
T	22.408321100	114.374136200	11.4			
T	22.408422300	114.374058800	11.9			
T	22.408506000	114.374078400	10.3			
T	22.408695300	114.374065600	7.6			
T	22.408895900	114.374009500	4.9			
T	22.409292600	114.373945100	4.0			
T	22.409729000	114.373837800	3.2			
T	22.409986900	114.374095300	2.0			
T	22.410119200	114.374248500	2.6			
T	22.410273700	114.374322300	3.5			
T	22.410474900	114.374322000	3.9			
T	22.410591800	114.374380500	3.9			
T	22.410720900	114.374417200	3.5			
T	22.411038300	114.374331400	3.1			
T	22.411197000	114.373966600	5.2			
T	22.411435000	114.373730600	7.0			
T	22.411673100	114.373752000	6.5			
T	22.412010300	114.373473100	6.8			
T	22.412228500	114.373258500	7.8			
T	22.412426900	114.373065400	7.7			
T	22.412664900	114.373001000	7.1			
T	22.412883100	114.372915200	6.8			
T	22.413022000	114.372722000	7.0			
T	22.413260000	114.372528900	7.2			
T	22.413656800	114.372550400	6.3			
T	22.413974100	114.372400200	7.1			
T	22.414073300	114.372035400	13.2			
T	22.414251900	114.372035400	10.0			
T	22.414489900	114.372078300	7.6			
T	22.414648600	114.372228500	5.8			
T	22.414972000	114.372370000	8.4			
T	22.415004000	114.372284000	7.7			
T	22.415077400	114.372215200	7.3			
T	22.415227000	114.372184500	8.0			
T	22.415268400	114.372178900	8.1			
T	22.415310600	114.372143000	8.3			
T	22.415361800	114.372157400	8.2			
T	22.415417000	114.372176000	8.2			
T	22.415466200	114.372185500	8.1			
T	22.415541000	114.372117000	8.4			
T	22.415653000	114.372057500	8.8			
T	22.415750000	114.372010900	9.3			
T	22.415848200	114.371970900	9.9			
T	22.416051600	114.372000100	10.4			
T	22.416313000	114.372127000	10.4			
T	22.416464200	114.372085000	11.0			
T	22.416567800	114.372084900	11.0			
T	22.416686300	114.372094400	10.9			
T	22.416873500	114.372049800	11.0			
T	22.417044000	114.371989600	11.9			
T	22.417228000	114.371952900	12.9			
T	22.417232300	114.371847900	15.4			
T	22.417273200	114.371741000	17.9			
T	22.417312600	114.371588500	22.3			
T	22.417402700	114.371529700	23.5			
T	22.417556100	114.371444100	24.5			
T	22.417669300	114.371301500	27.2			
T	22.417754500	114.371297400	26.0			
T	22.417799000	114.371296100	25.5			
T	22.417966900	114.371301000	24.4			
T	22.418241400	114.371161600	28.4			
T	22.418487700	114.371205400	26.8			
T	22.418934500	114.371128000	27.1			
T	22.419042600	114.371073200	28.3			
T	22.419212400	114.370836400	34.3			
T	22.419325000	114.370772200	32.3			
T	22.419375000	114.370621000	35.4			
T	22.419318300	114.370390300	44.4			
T	22.419336200	114.370251800	47.6			
T	22.419374800	114.370021500	49.9			
T	22.419344000	114.369920000	52.0			
T	22.419244800	114.369742400	57.3			
T	22.419298000	114.369504200	57.6			
T	22.419357300	114.369156900	59.8			
T	22.419319700	114.368997600	63.0			
T	22.419397700	114.368763700	61.8			
T	22.419352000	114.368611300	67.0			
T	22.419387000	114.368426400	70.9			
T	22.419251500	114.368170100	80.8			
T	22.419226900	114.367769300	87.5			
T	22.419353700	114.367718000	88.4			
T	22.419399400	114.367668600	90.4			
T	22.419509600	114.367483500	99.6			
T	22.419682000	114.367446100	100.8			
T	22.419807100	114.367414600	103.2			
T	22.419977900	114.367257300	111.6			
T	22.420127500	114.367307900	111.0			
T	22.420308700	114.367289900	114.2			
T	22.420575700	114.367371700	116.8			
T	22.420683800	114.367367200	120.6			
T	22.420784300	114.367370000	123.9			
T	22.420901100	114.367421100	126.8			
T	22.421003900	114.367461900	130.5			
T	22.421104200	114.367480100	135.2			
T	22.421036000	114.367383300	134.8			
T	22.421003300	114.367236200	138.2			
T	22.420999700	114.367117500	141.7			
T	22.420947200	114.367039800	142.3			
T	22.420911500	114.366968500	143.5			
T	22.420889800	114.366841600	146.6			
T	22.420840200	114.366701100	149.2			
T	22.420840300	114.366563400	153.1			
T	22.420816300	114.366457000	155.8			
T	22.420790800	114.366377700	157.6			
T	22.420817200	114.366262300	158.4			
T	22.420819000	114.366211800	158.6			
T	22.420819800	114.366190000	158.7			
T	22.420851100	114.366109900	159.1			
T	22.420884500	114.366036500	157.5			
T	22.420942400	114.365947200	155.7			
T	22.421025000	114.365847000	153.7			
T	22.421120600	114.365623200	146.5			
T	22.421096400	114.365349900	138.2			
T	22.420935300	114.365130000	129.7			
T	22.420847400	114.364899000	120.7			
T	22.420768000	114.364793700	118.7			
T	22.420704700	114.364679600	116.6			
T	22.420671000	114.364587000	114.8			
T	22.420608000	114.364519000	114.2			
T	22.420519400	114.364441400	114.3			
T	22.420448600	114.364259600	111.6			
T	22.420439700	114.364118200	107.7			
T	22.420447000	114.363886800	101.9			
T	22.420468500	114.363640500	95.4			
T	22.420471700	114.363501100	93.6			
T	22.420414300	114.363219200	92.6			
T	22.420325000	114.362974000	92.8			
T	22.420337000	114.362838000	91.3			
T	22.420384600	114.362719800	89.0			
T	22.420453500	114.362502600	85.4			
T	22.420548100	114.362371700	81.3			
T	22.420568100	114.362274100	80.5			
T	22.420522000	114.362039100	82.0			
T	22.420631200	114.361859300	78.9			
T	22.420826600	114.361693600	74.0			
T	22.420943300	114.361462200	70.5			
T	22.421010200	114.361308600	68.5			
T	22.420984000	114.361173000	69.2			
T	22.420953000	114.361042500	69.6			
T	22.420995800	114.360890500	67.6			
T	22.421066800	114.360700100	65.3			
T	22.421157700	114.360565900	62.0			
T	22.421281000	114.360486800	56.4			
T	22.421353000	114.360419000	53.1			
T	22.421411100	114.360379500	50.8			
T	22.421458100	114.360247400	48.8			
T	22.421438400	114.359935200	45.4			
T	22.421408500	114.359728900	43.9			
T	22.421471400	114.359388500	38.8			
T	22.421467200	114.359256800	37.5			
T	22.421422900	114.359002100	36.2			
T	22.421451900	114.358646700	35.3			
T	22.421508600	114.358366300	31.1			
T	22.421580400	114.357964900	23.8			
T	22.421576600	114.357816500	23.4			
T	22.421525000	114.357717000	25.1			
T	22.421498700	114.357431300	25.6			
T	22.421537500	114.357333200	24.1			
T	22.421586800	114.357210800	22.3			
T	22.421567000	114.357076200	23.1			
T	22.421560400	114.356950400	23.4			
T	22.421626600	114.356844200	21.1			
T	22.421680200	114.356774100	19.0			
T	22.421697400	114.356597800	18.1			
T	22.421664800	114.356522700	19.1			
T	22.421660500	114.356421300	19.2			
T	22.421661200	114.356355300	18.8			
T	22.421660300	114.356290300	18.2			
T	22.421663400	114.356196900	17.0			
T	22.421588600	114.356097400	18.6			
T	22.421585600	114.355929900	16.8			
T	22.421636500	114.355810300	13.8			
T	22.421664600	114.355739600	12.4			
T	22.421690900	114.355612500	11.0			
T	22.421664000	114.355543800	11.2			
T	22.421633700	114.355453400	12.4			
T	22.421637500	114.355335200	13.1			
T	22.421664700	114.355257000	13.3			
T	22.421716900	114.355166200	13.6			
T	22.421766100	114.355104700	13.5			
T	22.421804900	114.354981400	14.2			
T	22.421796800	114.354873400	15.4			
T	22.421805400	114.354710300	16.7			
T	22.421851300	114.354568900	17.4			
T	22.421904000	114.354146700	19.1			
T	22.422093300	114.353833700	10.7			
T	22.422164400	114.353706100	7.9			
T	22.422172400	114.353600400	6.8			
T	22.422150100	114.353558300	6.7			
T	22.422124900	114.353510800	6.4			
T	22.422045900	114.353439500	6.0			
T	22.422013000	114.353342000	4.2			
T	22.422026500	114.353224000	3.6			
T	22.422053700	114.353123000	3.2			
T	22.422049100	114.352809100	4.7			
T	22.422041100	114.352621600	6.3			
T	22.422036400	114.352323000	9.5			
T	22.422121500	114.352117000	11.4			
T	22.422477700	114.351799300	15.7			
T	22.422608500	114.351604400	8.0			
T	22.422596400	114.351435500	1.9			
T	22.422582600	114.351281200	0.0			
T	22.422512800	114.351119100	0.0			
T	22.422250000	114.350875000	7.4			
T	22.422205700	114.350844000	7.5			
T	22.421912000	114.350763000	9.5			
T	22.421669800	114.350724800	9.4			
T	22.421593800	114.350659800	9.4			
T	22.421545500	114.350524700	9.0			
T	22.421483500	114.350214900	8.9			
T	22.421420000	114.349891000	10.3			
T	22.421504900	114.349486500	7.5			
T	22.421538100	114.349328100	5.3			
T	22.421568200	114.349043900	3.9			
T	22.421609300	114.348901700	3.6			
T	22.421566900	114.348723400	4.7			
T	22.421553700	114.348574000	5.2			
T	22.421650000	114.348399000	4.2			
T	22.421803000	114.348167000	4.9			
T	22.421894000	114.347869000	5.3			
T	22.421975000	114.347819000	4.8			
T	22.422028000	114.347722000	4.5			
T	22.422099000	114.347628000	4.5			
T	22.422148500	114.347459300	5.6			
T	22.422178000	114.347359000	7.1			
T	22.422325600	114.347114300	11.9			
T	22.422244400	114.347045700	14.1			
T	22.422171600	114.346981200	15.8			
T	22.422350400	114.346892400	19.0			
T	22.422531000	114.346825000	20.5			
T	22.422734500	114.346650600	20.0			
T	22.422882600	114.346523600	20.3			
T	22.422984500	114.346358400	22.5			
T	22.423054400	114.346139200	26.2			
T	22.423094800	114.346012700	28.1			
T	22.423132700	114.345717500	31.6			
T	22.423171300	114.345462500	33.1			
T	22.423195700	114.345366600	33.7			
T	22.423204700	114.345331300	33.9			
T	22.423154700	114.344895700	48.8			
T	22.423241300	114.344814700	48.9			
T	22.423363600	114.344740800	47.0			
T	22.423463700	114.344560900	48.0			
T	22.423449100	114.344384500	53.9			
T	22.423421500	114.344234600	60.0			
T	22.423491200	114.344110700	61.3			
T	22.423552700	114.343909100	66.0			
T	22.423671600	114.343808700	63.7			
T	22.423713900	114.343773000	63.0			
T	22.423810900	114.343503200	68.5			
T	22.423842700	114.343346900	74.6			
T	22.423997900	114.343312200	72.4			
T	22.424097300	114.343259000	72.2			
T	22.424209800	114.343115300	75.5			
T	22.424601300	114.342848100	82.9			
T	22.424723300	114.342688900	86.9			
T	22.424978000	114.342694000	87.5			
T	22.424991000	114.342667800	87.8			
T	22.425002000	114.342644000	87.9			
T	22.424969000	114.342503000	89.2			
T	22.424894000	114.342041000	93.5			
T	22.424900000	114.341793000	93.5			
T	22.424896000	114.341600200	94.3			
T	22.424793000	114.341239500	103.1			
T	22.424819000	114.341028200	102.2			
T	22.424787300	114.340886500	103.1			
T	22.424718800	114.340786900	106.3			
T	22.424700100	114.340694500	107.6			
T	22.424747400	114.340560900	105.7			
T	22.424679500	114.340350700	110.0			
T	22.424630000	114.340118000	114.1			
T	22.424671600	114.339899800	113.7			
T	22.424675000	114.339351600	118.6			
T	22.424634000	114.339211200	121.4			
T	22.424895800	114.339054000	113.0			
T	22.424928800	114.338977600	112.6			
T	22.424834900	114.338781200	117.8			
T	22.424862100	114.338512600	118.5			
T	22.424904800	114.338324800	117.3			
T	22.424993600	114.338161600	116.1			
T	22.425016800	114.338057300	117.1			
T	22.425032300	114.337924300	119.6			
T	22.425087700	114.337822900	119.2			
T	22.425112000	114.337727000	119.4			
T	22.425093000	114.337622000	121.5			
T	22.425031800	114.337539100	125.8			
T	22.424962900	114.337451000	129.1			
T	22.424993100	114.337392800	127.5			
T	22.425033100	114.337310900	124.8			
T	22.425038400	114.337244400	124.1			
T	22.424954200	114.337101900	125.4			
T	22.424891200	114.337016100	125.9			
T	22.424842400	114.336942600	126.1			
T	22.424788500	114.336803800	124.7			
T	22.424732100	114.336686900	124.1			
T	22.424648000	114.336604000	124.9			
T	22.424550000	114.336532000	126.5			
T	22.424434000	114.336501000	129.8			
T	22.424283000	114.336462000	133.5			
T	22.424231000	114.336249000	130.5			
T	22.424184800	114.336113300	129.5			
T	22.424173700	114.336074400	128.8			
T	22.424135400	114.335941000	127.0			
T	22.424090000	114.335840200	126.7			
T	22.424026700	114.335720700	125.9			
T	22.423970100	114.335625700	125.8			
T	22.423929900	114.335545900	125.5			
T	22.423868500	114.335432700	125.6			
T	22.423809900	114.335322100	125.5			
T	22.423766500	114.335240000	125.2			
T	22.423711000	114.335133700	124.1			
T	22.423652400	114.335037100	123.4			
T	22.423545200	114.334955100	124.9			
T	22.423433300	114.334880600	127.1			
T	22.423351500	114.334744500	126.7			
T	22.423259400	114.334594600	125.4			
T	22.423046500	114.334434500	132.0			
T	22.422887700	114.334243600	132.6			
T	22.422801500	114.334159900	133.8			
T	22.422690800	114.334057800	135.0			
T	22.422659000	114.333992000	133.9			
T	22.422526000	114.333785000	132.9			
T	22.422382600	114.333623400	134.5			
T	22.422333800	114.333573100	135.3			
T	22.422270400	114.333515300	136.3			
T	22.422188100	114.333423100	137.2			
T	22.422041900	114.333255100	139.6			
T	22.421877900	114.333082300	142.6			
T	22.421740900	114.332888300	145.4			
T	22.421682700	114.332767400	145.8			
T	22.421640800	114.332514800	147.4			
T	22.421630000	114.332450000	148.3			
T	22.421604000	114.332351800	149.9	1		
T	22.420666800	114.331880300	145.8			
T	22.420724000	114.331794200	147.1			
T	22.420664500	114.331719100	147.3			
T	22.420624800	114.331627900	148.3			
T	22.420535500	114.331515300	149.4			
T	22.420533000	114.331391900	151.5			
T	22.420600000	114.331298000	154.7			
T	22.420776000	114.331222900	160.7			
T	22.420909900	114.331113000	166.9			
T	22.420979300	114.331088800	169.1			
T	22.421031400	114.331048600	171.2			
T	22.421130600	114.330973500	175.6			
T	22.421145500	114.330906400	177.7			
T	22.421271900	114.330852800	183.8			
T	22.421295500	114.330713300	188.3			
T	22.421394700	114.330568500	196.9			
T	22.421712700	114.330574200	209.2			
T	22.421712900	114.330384600	215.6			
T	22.421910100	114.330058400	235.5			
T	22.422148800	114.329926500	248.5			
T	22.422322400	114.329691600	261.8			
T	22.422548200	114.329574000	271.6			
T	22.422662800	114.329189400	282.8			
T	22.422939500	114.328302100	294.8			
T	22.422878000	114.327738400	298.2			
T	22.422481200	114.327223400	306.9			
T	22.422155300	114.326814000	322.3			
T	22.422094800	114.326506600	337.0			
T	22.422148100	114.326267100	346.1			
T	22.422336300	114.326131100	351.0			
T	22.422392000	114.325820300	359.4			
T	22.422356800	114.325519600	368.2			
T	22.422163200	114.325301800	372.4			
T	22.422203600	114.324305200	396.5			
T	22.422168200	114.323971900	398.1			
T	22.422333300	114.323706100	403.6			
T	22.422254400	114.323538400	402.8			
T	22.422264300	114.323470000	404.0			
T	22.422249400	114.323381500	404.9			
T	22.422279200	114.323290300	406.6			
T	22.422239500	114.322999300	408.4			
T	22.422253200	114.322878600	408.9			
T	22.422228400	114.322792700	409.0			
T	22.422185000	114.322736400	408.9			
T	22.422139100	114.322689500	408.9			
T	22.422115600	114.322621100	409.0			
T	22.422072400	114.322600800	409.1			
T	22.422072200	114.322517800	409.5			
T	22.422114300	114.322437300	409.1			
T	22.422184500	114.322311400	408.0			
T	22.422256200	114.321824000	394.4			
T	22.422353400	114.321347200	384.9			
T	22.422682400	114.320893300	386.0			
T	22.422682600	114.320456600	379.3			
T	22.422904000	114.320146600	384.1			
T	22.423038400	114.319771300	382.5			
T	22.423320600	114.319605300	389.1			
T	22.423489700	114.319365500	383.3			
T	22.423830800	114.319312400	389.9			
T	22.423896600	114.319160900	387.3			
T	22.423869800	114.318773000	372.1			
T	22.424086200	114.318521400	377.6			
T	22.424266400	114.318125400	370.4			
T	22.424616800	114.317720500	370.0			
T	22.424751700	114.317313600	370.7			
T	22.425042500	114.317107600	374.8			
T	22.425306800	114.316521800	367.1			
T	22.425648000	114.316362500	368.3			
T	22.425773900	114.316065500	368.6			
T	22.425938800	114.315414600	365.7			
T	22.425930400	114.315043900	357.1			
T	22.426124000	114.314741100	357.4			
T	22.426292900	114.313870500	338.4			
T	22.426408600	114.313061400	329.2			
T	22.426585700	114.312759500	325.3			
T	22.426475600	114.312114600	314.2			
T	22.426501900	114.311817500	315.8			
T	22.427083000	114.311130200	321.7			
T	22.427615600	114.310738700	318.2			
T	22.428273100	114.310014400	311.9			
T	22.428657300	114.309719200	304.5			
T	22.428679800	114.309329800	304.4			
T	22.428578700	114.308775400	304.5			
T	22.428415800	114.308153800	308.6			
T	22.428520200	114.307778500	306.6			
T	22.428568900	114.307469100	307.1			
T	22.428458500	114.307236600	311.6			
T	22.428347400	114.307103000	314.6			
T	22.428124100	114.306990000	316.4			
T	22.428030700	114.306977400	316.5			
T	22.427819100	114.307078200	314.3			
T	22.427585100	114.307146700	313.1			
T	22.427368200	114.307331100	312.4			
T	22.427171100	114.307631900	311.7			
T	22.426862000	114.307975100	307.7			
T	22.426696300	114.307999200	305.6			
T	22.426579200	114.308040100	304.5			
T	22.426376000	114.308164200	303.0			
T	22.426279200	114.308223400	302.2			
T	22.426119900	114.308220700	301.1			
T	22.425962500	114.308127600	303.9			
T	22.425838500	114.308012100	307.7			
T	22.425582000	114.307617700	321.8			
T	22.425393300	114.307487200	327.6			
T	22.425045900	114.307475400	332.9			
T	22.424823400	114.307567100	332.9			
T	22.424098700	114.307450000	327.6			
T	22.423854200	114.307209800	332.1			
T	22.423861400	114.307138600	334.3			
T	22.423800600	114.307103900	333.5			
T	22.423726200	114.307037500	333.7			
T	22.423662000	114.306911300	337.5			
T	22.423621300	114.306906400	337.1			
T	22.423540800	114.306960700	332.8			
T	22.423449000	114.306872900	335.1			
T	22.423407400	114.306872100	334.2			
T	22.423357100	114.306920500	330.7			
T	22.423301900	114.306917600	330.0			
T	22.423220100	114.306798600	334.9			
T	22.423134500	114.306751600	336.1			
T	22.423047700	114.306793400	333.0			
T	22.422961300	114.306785700	332.6			
T	22.422790700	114.306919000	327.6			
T	22.422678800	114.306892600	328.5			
T	22.422619100	114.306839200	329.6			
T	22.422578500	114.306632500	332.8			
T	22.422384100	114.306468900	330.7			
T	22.422187900	114.306347700	326.4			
T	22.421524300	114.306091800	313.0			
T	22.421386800	114.306070300	310.9			
T	22.421211700	114.306374800	307.8			
T	22.420873500	114.306536700	304.0			
T	22.420699600	114.306786900	298.2			
T	22.420407200	114.307016500	283.3			
T	22.420259300	114.307007600	276.6			
T	22.420052000	114.307023700	268.4			
T	22.419914900	114.307037700	264.6			
T	22.419795800	114.307009300	262.1			
T	22.419722700	114.306959300	260.1			
T	22.419637900	114.306949000	258.8			
T	22.419550500	114.306903700	257.0			
